,secID,ticker,exchangeCD,secShortName,tradeDate,contractObject,contractMark,preSettlePrice,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,settlePrice,turnoverVol,turnoverValue,openInt,CHG,CHG1,CHGPct,mainCon,smainCon
0,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-01,FU,,2409,,,,,2455,2455,0,0,0,46,46,0.01909506,0,0
1,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-05,FU,,2455,2455.0,,,,2455,2455,0,0,0,0,0,0.0,0,0
2,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-06,FU,,2455,2455.0,,,,2455,2455,0,0,0,0,0,0.0,0,0
3,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-07,FU,,2455,2455.0,,,,2467,2467,0,0,0,12,12,0.00488798,0,0
4,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-08,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
5,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-11,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
6,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-12,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
7,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-13,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
8,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-14,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
9,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-15,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
10,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-18,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
11,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-19,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
12,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-20,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
13,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-21,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
14,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-22,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
15,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-25,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
16,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-26,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
17,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-27,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
18,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-28,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
19,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-04-29,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
20,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-05-03,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
21,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-05-04,FU,,2467,2467.0,,,,2467,2467,0,0,0,0,0,0.0,0,0
22,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-05-05,FU,,2467,2467.0,,,,2429,2429,0,0,0,-38,-38,-0.01540332,0,0
23,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-05-06,FU,,2429,2429.0,,,,2429,2429,0,0,0,0,0,0.0,0,0
24,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-05-09,FU,,2429,2429.0,,,,2310,2310,0,0,0,-119,-119,-0.04899135,0,0
25,FU1704.XSGE,fu1704,XSGE,ª¶»º”Õ1704,2016-05-10,FU,,2310,2310.0,,,,2424,2424,0,0,0,114,114,0.04935065,0,0
