,secID,ticker,exchangeCD,secShortName,tradeDate,contractObject,contractMark,preSettlePrice,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,settlePrice,turnoverVol,turnoverValue,openInt,CHG,CHG1,CHGPct,mainCon,smainCon
0,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-18,RU,,13900,,13975.0,14000.0,13975.0,14000,13985,4,559500,4,100,85,0.00719424,0,0
1,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-19,RU,,13985,14000.0,14000.0,14045.0,13905.0,13905,13980,6,839000,4,-80,-5,-0.00572041,0,0
2,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-20,RU,,13980,13905.0,14540.0,14705.0,14400.0,14400,14515,10,1451600,14,420,535,0.03004292,0,0
3,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-21,RU,,14515,14400.0,14400.0,14840.0,14395.0,14840,14505,16,2321200,26,325,-10,0.02239063,0,0
4,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-22,RU,,14505,14840.0,14245.0,14450.0,14140.0,14140,14280,12,1713800,28,-365,-225,-0.02516374,0,0
5,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-25,RU,,14280,14140.0,14425.0,14425.0,14425.0,14425,14425,2,288500,28,145,145,0.01015406,0,0
6,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-26,RU,,14425,14425.0,14315.0,14360.0,14315.0,14360,14335,4,573500,26,-65,-90,-0.00450607,0,0
7,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-27,RU,,14335,14360.0,14200.0,14200.0,14200.0,14200,14200,2,284000,28,-135,-135,-0.00941751,0,0
8,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-28,RU,,14200,14200.0,14020.0,14145.0,14000.0,14145,14055,6,843300,32,-55,-145,-0.00387324,0,0
9,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-04-29,RU,,14055,14145.0,14445.0,14445.0,14285.0,14285,14365,4,574600,32,230,310,0.01636428,0,0
10,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-03,RU,,14365,14285.0,14195.0,14195.0,14195.0,14195,14195,2,283900,34,-170,-170,-0.01183432,0,0
11,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-04,RU,,14195,14195.0,14495.0,14495.0,14200.0,14260,14285,12,1714600,32,65,90,0.00457908,0,0
12,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-05,RU,,14285,14260.0,14120.0,14120.0,13900.0,13900,14055,8,1124700,38,-385,-230,-0.02695135,0,0
13,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-06,RU,,14055,13900.0,14020.0,14020.0,13685.0,13775,13820,42,5806300,60,-280,-235,-0.01992174,0,0
14,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-09,RU,,13820,13775.0,13820.0,13820.0,13300.0,13385,13510,14,1891800,68,-435,-310,-0.03147612,0,0
15,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-10,RU,,13510,13385.0,,,,13510,13510,0,0,68,0,0,0.0,0,0
16,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-11,RU,,13510,13510.0,,,,13510,13510,0,0,68,0,0,0.0,0,0
17,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-12,RU,,13510,13510.0,13330.0,13495.0,13330.0,13495,13445,8,1075600,68,-15,-65,-0.00111029,0,0
18,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-13,RU,,13445,13495.0,13215.0,13215.0,12765.0,12765,12980,8,1038700,68,-680,-465,-0.05057642,0,0
19,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-16,RU,,12980,12765.0,12710.0,12710.0,12710.0,12710,12710,2,254200,68,-270,-270,-0.02080123,0,0
20,RU1704.XSGE,ru1704,XSGE,»¦Ìì½º1704,2016-05-17,RU,,12710,12710.0,12780.0,12855.0,12760.0,12760,12770,32,4087200,90,50,60,0.00393391,0,0
