,secID,ticker,exchangeCD,secShortName,tradeDate,contractObject,contractMark,preSettlePrice,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,settlePrice,turnoverVol,turnoverValue,openInt,CHG,CHG1,CHGPct,mainCon,smainCon
0,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-18,ZN,,14920,,14980.0,15070.0,14975.0,14975,15000,10,750100,6,55,80,0.00368633,0,0
1,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-19,ZN,,15000,14975.0,,,,15000,15000,0,0,6,0,0,0.0,0,0
2,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-20,ZN,,15000,15000.0,,,,15000,15000,0,0,6,0,0,0.0,0,0
3,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-21,ZN,,15000,15000.0,15325.0,15325.0,15325.0,15325,15325,2,153250,4,325,325,0.02166667,0,0
4,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-22,ZN,,15325,15325.0,,,,15325,15325,0,0,4,0,0,0.0,0,0
5,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-25,ZN,,15325,15325.0,,,,15325,15325,0,0,4,0,0,0.0,0,0
6,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-26,ZN,,15325,15325.0,,,,15325,15325,0,0,4,0,0,0.0,0,0
7,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-27,ZN,,15325,15325.0,,,,15325,15325,0,0,4,0,0,0.0,0,0
8,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-28,ZN,,15325,15325.0,15055.0,15230.0,14990.0,15230,15055,14,1053850,8,-95,-270,-0.00619902,0,0
9,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-04-29,ZN,,15055,15230.0,15235.0,15405.0,15235.0,15385,15340,16,1227400,16,330,285,0.02191963,0,0
10,ZN1704.XSGE,zn1704,XSGE,»¦Ð¿1704,2016-05-03,ZN,,15340,15385.0,,,,15340,15340,0,0,16,0,0,0.0,0,0
