,secID,ticker,exchangeCD,secShortName,tradeDate,contractObject,contractMark,preSettlePrice,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,settlePrice,turnoverVol,turnoverValue,openInt,CHG,CHG1,CHGPct,mainCon,smainCon
0,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-18,AL,,11955,,,,,11955,11955,0,0,0,0,0,0.0,0,0
1,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-19,AL,,11955,11955.0,12030.0,12030.0,12030.0,12030,12030,2,120300,2,75,75,0.00627353,0,0
2,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-20,AL,,12030,12030.0,12055.0,12065.0,12020.0,12065,12040,18,1083900,6,35,10,0.00290939,0,0
3,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-21,AL,,12040,12065.0,12230.0,12350.0,12170.0,12170,12250,60,3675150,48,130,210,0.01079734,0,0
4,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-22,AL,,12250,12170.0,11985.0,12325.0,11975.0,12275,12155,42,2553300,58,25,-95,0.00204082,0,0
5,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-25,AL,,12155,12275.0,12540.0,12540.0,12295.0,12365,12450,14,871650,52,210,295,0.01727684,0,0
6,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-26,AL,,12450,12365.0,12470.0,12520.0,12370.0,12370,12465,8,498700,52,-80,15,-0.0064257,0,0
7,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-27,AL,,12465,12370.0,12450.0,12585.0,12355.0,12585,12440,24,1492800,66,120,-25,0.00962696,0,0
8,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-28,AL,,12440,12585.0,12405.0,12405.0,12280.0,12350,12330,50,3083450,78,-90,-110,-0.00723473,0,0
9,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-04-29,AL,,12330,12350.0,12375.0,12480.0,12350.0,12480,12415,14,869350,86,150,85,0.01216545,0,0
10,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-03,AL,,12415,12480.0,12565.0,12565.0,12520.0,12520,12540,6,376250,84,105,125,0.00845751,0,0
11,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-04,AL,,12540,12520.0,12330.0,12330.0,12330.0,12330,12330,2,123300,86,-210,-210,-0.01674641,0,0
12,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-05,AL,,12330,12330.0,,,,12330,12330,0,0,86,0,0,0.0,0,0
13,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-06,AL,,12330,12330.0,12255.0,12255.0,12080.0,12230,12165,32,1946950,106,-100,-165,-0.0081103,0,0
14,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-09,AL,,12165,12230.0,12165.0,12165.0,11940.0,11940,12050,14,843700,114,-225,-115,-0.01849568,0,0
15,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-10,AL,,12050,11940.0,11800.0,11880.0,11740.0,11880,11805,18,1062650,118,-170,-245,-0.01410788,0,0
16,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-11,AL,,11805,11880.0,11950.0,12120.0,11945.0,12120,11975,68,4072750,154,315,170,0.02668361,0,0
17,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-12,AL,,11975,12120.0,12110.0,12165.0,12065.0,12165,12125,24,1455200,152,190,150,0.01586639,0,0
18,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-13,AL,,12125,12165.0,11835.0,11835.0,11835.0,11835,11835,4,236700,148,-290,-290,-0.02391753,0,0
19,AL1704.XSGE,al1704,XSGE,»¦ÂÁ1704,2016-05-16,AL,,11835,11835.0,11880.0,12165.0,11880.0,12165,12025,120,7217100,116,330,190,0.0278834,0,0
