,secID,listDate,secFullName,secShortName,ticker,exchangeCD,contractType,contractObject,priceUnit,minChgPriceNum,minChgPriceUnit,priceValidDecimal,limitUpNum,limitUpUnit,limitDownNum,limitDownUnit,transCurrCD,contMultNum,contMultUnit,tradeMarginRatio,deliYear,deliMonth,lastTradeDate,firstDeliDate,lastDeliDate,deliMethod,deliGrade,tradeCommiNum,tradeCommiUnit,deliCommiNum,deliCommiUnit,listBasisPrice,settPriceMethod,deliPriceMethod,contractStatus
0,MA709.XZCE,2016-09-19,郑甲醇709合约,郑甲醇709,MA709,XZCE,CF,MA,元(人民币)/吨,1,元/吨,0,6,%,6,%,CNY,10,吨/手,7,2017,9,2017-09-14,2017-09-15,2017-09-18,P,基准交割品：符合《中华人民共和国国家标准 工业用甲醇》（GB 338-2004）规定的优等品甲醇，其中“乙醇的质量分数”指标不作要求。,1.4,元/手,10,元/吨,2048,当日有成交价格的期货合约，其当日结算价是指该合约当日成交价格按照成交量的加权平均价。,合约配对日前10个交易日(含配对日)交易结算价的算术平均价。,L
