,secID,listDate,secFullName,secShortName,ticker,exchangeCD,contractType,contractObject,priceUnit,minChgPriceNum,minChgPriceUnit,priceValidDecimal,limitUpNum,limitUpUnit,limitDownNum,limitDownUnit,transCurrCD,contMultNum,contMultUnit,tradeMarginRatio,deliYear,deliMonth,lastTradeDate,firstDeliDate,lastDeliDate,deliMethod,deliGrade,tradeCommiNum,tradeCommiUnit,deliCommiNum,deliCommiUnit,listBasisPrice,settPriceMethod,deliPriceMethod,contractStatus
0,SR709.XZCE,2006-09-15,郑白糖709合约,郑白糖709,SR709,XZCE,CF,SR,元(人民币)/吨,1,元/吨,0,4,%,4,%,CNY,10,吨/手,20,2007,9,2007-09-14,2007-09-17,2007-09-18,P,标准品：一级白糖（符合GB317-2006）；替代品及升贴水见《郑州商品交易所期货交割细则》。,3,元/手,1,元/吨,3500,当日有成交价格的期货合约，其当日结算价是指该合约当日成交价格按照成交量的加权平均价。,合约配对日前10个交易日(含配对日)交易结算价的算术平均价。,DE
1,SR709.XZCE2,2016-03-15,郑白糖709合约,郑白糖709,SR709,XZCE,CF,SR,元(人民币)/吨,1,元/吨,0,6,%,6,%,CNY,10,吨/手,5,2017,9,2017-09-14,2017-09-15,2017-09-18,P,标准品：一级白糖（符合GB317-2006）；替代品及升贴水见《郑州商品交易所期货交割细则》。,3,元/手,10,元/吨,5631,当日有成交价格的期货合约，其当日结算价是指该合约当日成交价格按照成交量的加权平均价。,合约配对日前10个交易日(含配对日)交易结算价的算术平均价。,L
