,secID,listDate,secFullName,secShortName,ticker,exchangeCD,contractType,contractObject,priceUnit,minChgPriceNum,minChgPriceUnit,priceValidDecimal,limitUpNum,limitUpUnit,limitDownNum,limitDownUnit,transCurrCD,contMultNum,contMultUnit,tradeMarginRatio,deliYear,deliMonth,lastTradeDate,firstDeliDate,lastDeliDate,deliMethod,deliGrade,tradeCommiNum,tradeCommiUnit,deliCommiNum,deliCommiUnit,listBasisPrice,settPriceMethod,deliPriceMethod,contractStatus
0,RU1709.XSGE,2016-09-20,沪天胶1709合约,沪天胶1709,ru1709,XSGE,CF,RU,元(人民币)/吨,5,元/吨,0,7,%,7,%,CNY,10,吨/手,12,2017,9,2017-09-21,2017-09-22,2017-09-29,p,标准品：1、国产天然橡胶（SCR WF），质量符合国标GB/T8081-2008；2、进口3号烟胶片（RSS3），质量符合《天然橡胶等级的品质与包装国际标准（绿皮书）》（1979年版）。,0.0045,%,4,元/吨,13075,当日结算价是指某一期货合约当日成交价格按照成交量的加权平均价。当日无成交价格的，以上一交易日的结算价作为当日结算价。,交割结算的基准价为该期货合约最后交易日的结算价。交割商品计价以交割结算基准价为基础，再加上不同等级商品质量升贴水以及非基准交割仓库与基准交割仓库的升贴水。,L
