,secID,listDate,secFullName,secShortName,ticker,exchangeCD,contractType,contractObject,priceUnit,minChgPriceNum,minChgPriceUnit,priceValidDecimal,limitUpNum,limitUpUnit,limitDownNum,limitDownUnit,transCurrCD,contMultNum,contMultUnit,tradeMarginRatio,deliYear,deliMonth,lastTradeDate,firstDeliDate,lastDeliDate,deliMethod,deliGrade,tradeCommiNum,tradeCommiUnit,deliCommiNum,deliCommiUnit,listBasisPrice,settPriceMethod,deliPriceMethod,contractStatus
0,HC1710.XSGE,2016-10-18,沪热轧卷板1710合约,沪热轧卷板1710,hc1710,XSGE,CF,HC,元(人民币)/吨,1,元/吨,0,7,%,7,%,CNY,10,吨/手,9,2017,10,2017-10-27,2017-10-30,2017-11-03,p,标准品：符合GB/T 3274-2007《碳素结构钢和低合金结构钢热轧厚钢板和钢带》的Q235B或符合JIS G 3101-2010《一般结构用轧制钢材》的SS400，厚度5.75mm、宽度1500mm热轧卷板。  替代品：符合GB/T 3274-2007《碳素结构钢和低合金结构钢热轧厚钢板和钢带》的Q235B或符合JIS G 3101-2010《一般结构用轧制钢材》的SS400，厚度9.75mm、9.5mm、7.75mm、7.5mm、5.80mm、5.70mm、5.60mm、5.50mm、5.25mm、4.75mm、4.50mm、4.25mm、3.75mm、3.50mm，宽度1500mm热轧卷板。,0.004,%,1,元/吨,2661,当日结算价是指某一期货合约当日成交价格按照成交量的加权平均价。当日无成交价格的，以上一交易日的结算价作为当日结算价。,交割结算的基准价为该期货合约最后交易日的结算价。交割商品计价以交割结算基准价为基础，再加上不同等级商品质量升贴水以及非基准交割仓库与基准交割仓库的升贴水。,L
