,secID,listDate,secFullName,secShortName,ticker,exchangeCD,contractType,contractObject,priceUnit,minChgPriceNum,minChgPriceUnit,priceValidDecimal,limitUpNum,limitUpUnit,limitDownNum,limitDownUnit,transCurrCD,contMultNum,contMultUnit,tradeMarginRatio,deliYear,deliMonth,lastTradeDate,firstDeliDate,lastDeliDate,deliMethod,deliGrade,tradeCommiNum,tradeCommiUnit,deliCommiNum,deliCommiUnit,listBasisPrice,settPriceMethod,deliPriceMethod,contractStatus
0,ZN1706.XSGE,2016-06-16,沪锌1706合约,沪锌1706,zn1706,XSGE,CF,ZN,元(人民币)/吨,5,元/吨,0,7,%,7,%,CNY,5,吨/手,9,2017,6,2017-06-15,2017-06-15,2017-06-21,p,标准品：锌锭，符合国标GB/T470-2008 ZN99.995规定，其中锌含量不小于99.995%；替代品：锌锭，符合BS EN 1179:2003 Z1规定，其中锌含量不小于99.995%。,3,元/手,2,元/吨,15785,当日结算价是指某一期货合约当日成交价格按照成交量的加权平均价。当日无成交价格的，以上一交易日的结算价作为当日结算价。,交割结算的基准价为该期货合约最后交易日的结算价。交割商品计价以交割结算基准价为基础，再加上不同等级商品质量升贴水以及非基准交割仓库与基准交割仓库的升贴水。,L
