,secID,listDate,secFullName,secShortName,ticker,exchangeCD,contractType,contractObject,priceUnit,minChgPriceNum,minChgPriceUnit,priceValidDecimal,limitUpNum,limitUpUnit,limitDownNum,limitDownUnit,transCurrCD,contMultNum,contMultUnit,tradeMarginRatio,deliYear,deliMonth,lastTradeDate,firstDeliDate,lastDeliDate,deliMethod,deliGrade,tradeCommiNum,tradeCommiUnit,deliCommiNum,deliCommiUnit,listBasisPrice,settPriceMethod,deliPriceMethod,contractStatus
0,I1709.XDCE,2016-09-19,连铁矿石1709合约,连铁矿石1709,i1709,XDCE,CF,I,元(人民币)/吨,0.5,元/吨,0,8,%,8,%,CNY,100,吨/手,10,2017,9,2017-09-14,2017-09-15,2017-09-19,P,大连商品交易所铁矿石交割质量标准,0.006,%,0.5,元/吨,365,当日结算价是指某一期货合约当日成交价格按照成交量的加权平均价。,滚动交割配对日交割结算价采用该期货合约配对日的当日结算价;滚动交割和一次性交割最后交易日交割结算价采用该期货合约自交割月第一个交易日起至最后交易日所有成交价格的加权平均价.期转现结算价采用买卖双方协议价格.提货单交割的交割结算价采用该期货合约提货单交割配对日的当日结算价.,L
